C. Demografía y Población
"Población mensual por distritos, barrios y secciones (en proceso de revisión)"
Población por distrito y barrio
Año: 2019
Mes: Julio
;;;Total
;;;Total
CENTRO;PALACIO             ;00 TODOS;23.428
CENTRO;PALACIO             ;    0 - 4;600
CENTRO;PALACIO             ;    5 - 9;585
CENTRO;PALACIO             ;  10 - 14;555
CENTRO;PALACIO             ;  15 - 19;601
CENTRO;PALACIO             ;  20 - 24;997
CENTRO;PALACIO             ;  25 - 29;1.903
CENTRO;PALACIO             ;  30 - 34;2.225
CENTRO;PALACIO             ;  35 - 39;2.177
CENTRO;PALACIO             ;  40 - 44;2.220
CENTRO;PALACIO             ;  45 - 49;2.022
CENTRO;PALACIO             ;  50 - 54;1.856
CENTRO;PALACIO             ;  55 - 59;1.741
CENTRO;PALACIO             ;  60 - 64;1.501
CENTRO;PALACIO             ;  65 - 69;1.204
CENTRO;PALACIO             ;  70 - 74;988
CENTRO;PALACIO             ;  75 - 79;800
CENTRO;PALACIO             ;  80 - 84;603
CENTRO;PALACIO             ;  85 - 89;509
CENTRO;PALACIO             ;  90 - 94;249
CENTRO;PALACIO             ;  95 - 99;74
CENTRO;PALACIO             ;100 o más;18
CENTRO;EMBAJADORES         ;00 TODOS;46.622
CENTRO;EMBAJADORES         ;    0 - 4;1.372
CENTRO;EMBAJADORES         ;    5 - 9;1.224
CENTRO;EMBAJADORES         ;  10 - 14;1.146
CENTRO;EMBAJADORES         ;  15 - 19;1.117
CENTRO;EMBAJADORES         ;  20 - 24;2.041
CENTRO;EMBAJADORES         ;  25 - 29;4.598
CENTRO;EMBAJADORES         ;  30 - 34;5.519
CENTRO;EMBAJADORES         ;  35 - 39;5.542
CENTRO;EMBAJADORES         ;  40 - 44;4.887
CENTRO;EMBAJADORES         ;  45 - 49;4.071
CENTRO;EMBAJADORES         ;  50 - 54;3.357
CENTRO;EMBAJADORES         ;  55 - 59;2.926
CENTRO;EMBAJADORES         ;  60 - 64;2.315
CENTRO;EMBAJADORES         ;  65 - 69;1.643
CENTRO;EMBAJADORES         ;  70 - 74;1.445
CENTRO;EMBAJADORES         ;  75 - 79;1.115
CENTRO;EMBAJADORES         ;  80 - 84;906
CENTRO;EMBAJADORES         ;  85 - 89;852
CENTRO;EMBAJADORES         ;  90 - 94;411
CENTRO;EMBAJADORES         ;  95 - 99;117
CENTRO;EMBAJADORES         ;100 o más;18
CENTRO;CORTES              ;00 TODOS;10.727
CENTRO;CORTES              ;    0 - 4;293
CENTRO;CORTES              ;    5 - 9;200
CENTRO;CORTES              ;  10 - 14;224
CENTRO;CORTES              ;  15 - 19;248
CENTRO;CORTES              ;  20 - 24;448
CENTRO;CORTES              ;  25 - 29;1.019
CENTRO;CORTES              ;  30 - 34;1.175
CENTRO;CORTES              ;  35 - 39;1.116
CENTRO;CORTES              ;  40 - 44;1.022
CENTRO;CORTES              ;  45 - 49;908
CENTRO;CORTES              ;  50 - 54;842
CENTRO;CORTES              ;  55 - 59;739
CENTRO;CORTES              ;  60 - 64;689
CENTRO;CORTES              ;  65 - 69;501
CENTRO;CORTES              ;  70 - 74;426
CENTRO;CORTES              ;  75 - 79;285
CENTRO;CORTES              ;  80 - 84;238
CENTRO;CORTES              ;  85 - 89;207
CENTRO;CORTES              ;  90 - 94;100
CENTRO;CORTES              ;  95 - 99;42
CENTRO;CORTES              ;100 o más;5
CENTRO;JUSTICIA            ;00 TODOS;17.761
CENTRO;JUSTICIA            ;    0 - 4;487
CENTRO;JUSTICIA            ;    5 - 9;416
CENTRO;JUSTICIA            ;  10 - 14;424
CENTRO;JUSTICIA            ;  15 - 19;500
CENTRO;JUSTICIA            ;  20 - 24;742
CENTRO;JUSTICIA            ;  25 - 29;1.666
CENTRO;JUSTICIA            ;  30 - 34;1.956
CENTRO;JUSTICIA            ;  35 - 39;1.775
CENTRO;JUSTICIA            ;  40 - 44;1.706
CENTRO;JUSTICIA            ;  45 - 49;1.538
CENTRO;JUSTICIA            ;  50 - 54;1.419
CENTRO;JUSTICIA            ;  55 - 59;1.331
CENTRO;JUSTICIA            ;  60 - 64;982
CENTRO;JUSTICIA            ;  65 - 69;715
CENTRO;JUSTICIA            ;  70 - 74;598
CENTRO;JUSTICIA            ;  75 - 79;550
CENTRO;JUSTICIA            ;  80 - 84;377
CENTRO;JUSTICIA            ;  85 - 89;338
